appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
515020,The VR Museum of Fine Art,Finn Sinclair,Finn Sinclair,,274,39,0,"50,000 .. 100,000",148,0,234,0,0,0,0,0
1026840,Ultra Fight Da ! Kyanta 2,羽良麻セルフ,,,1126,40,0,"50,000 .. 100,000",0,0,0,0,0,0,0,2
379290,Sumo Revise,"John Szymanski, Evan Szymanski, David Szymanski",John Szymanski,,76,78,0,"50,000 .. 100,000",410,0,273,0,0,0,0,0
366440,Savage Resurrection,"S2 Games, LLC","S2 Games, LLC",,815,617,0,"50,000 .. 100,000",1585,0,298,0,0,0,0,0
327860,Salt,Lavaboots Studios,Lavaboots Studios,,1712,526,0,"50,000 .. 100,000",495,0,182,0,1499,1499,0,3
1174300,Shiki,HataIkeda,HataIkeda,,21,1,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
755150,Aurora Trail,Screenhit Studios,Screenhit Studios,,93,16,0,"50,000 .. 100,000",7,0,7,0,0,0,0,0
574440,Ripple Effect,"Well Played Studio, Inc","Well Played Studio, Inc",,49,21,0,"50,000 .. 100,000",28,0,48,0,0,0,0,0
1708330,Forsaken World: Gods and Demons,Perfect World Games,YOUZU(SINGAPORE)PTE.LTD.,,116,179,0,"50,000 .. 100,000",32,0,32,0,0,0,0,0
851110,Idle Racing GO: Clicker Tycoon,T-Bull,T-Bull,,331,312,0,"50,000 .. 100,000",182,0,276,0,0,0,0,13
1064340,Chess Evolved Online,TheGrandestine,TheGrandestine,,666,58,0,"50,000 .. 100,000",0,0,0,0,0,0,0,13
446560,Just Dance 2017,"Ubisoft Paris, Ubisoft Pune",Ubisoft,,1601,418,0,"50,000 .. 100,000",2549,76,3814,76,0,0,0,4
754350,忍者村大战2,杭州分浪网络科技有限公司,杭州分浪网络科技有限公司,,145,150,0,"50,000 .. 100,000",145,0,145,0,0,0,0,1
1257290,Atelier Ryza 2: Lost Legends & the Secret Fairy,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,3248,322,0,"50,000 .. 100,000",1804,2583,1242,2583,5999,5999,0,68
546600,Vanguards,BYU Animation -  Class of 2016,BYU Center for Animation,,69,28,0,"50,000 .. 100,000",76,0,110,0,0,0,0,0
1717290,Subspace Discovery,"FLICK Comp GmbH, Dot8 Studio",FLICK Comp GmbH,,87,28,0,"50,000 .. 100,000",0,0,0,0,0,0,0,3
1664360,Monuments Flipper: Prologue,"Monuments Games, Games Incubator","Games Incubator, PlayWay S.A.",,232,66,0,"50,000 .. 100,000",113,0,147,0,0,0,0,0
270010,Time Rifters,Proton Studio Inc, ,,387,51,0,"50,000 .. 100,000",268,0,245,0,249,999,75,0
2558700,The Backrooms Deluxe,Lory Games,Lory Games,,387,467,0,"50,000 .. 100,000",0,0,0,0,0,0,0,5
1828630,幻想枝魂 Soul Fantasy,枝江幻想社,枝江幻想社,,392,11,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1116550,Elon Simulator 2019,SRS Games,SRS Games,,402,87,0,"50,000 .. 100,000",0,0,0,0,0,0,0,3
1452830,Disc Space,Vadim Slyusarev,Vadim Slyusarev,,476,83,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1269150,Fly Punch Boom: First Impact!,Jollypunch Games,Jollypunch Games,,508,57,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1084570,The Lar,MarvelSushi,MarvelSushi,,1011,51,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1433990,NGU INDUSTRIES,4G,4G,,1225,342,0,"50,000 .. 100,000",2664,0,625,0,0,0,0,48
1071120,Mushroom Cats,Anatoliy Loginovskikh,Anatoliy Loginovskikh,,1568,56,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
402890,Nyctophilia,Cat In A Jar Games,Cat In A Jar Games,,192,107,0,"50,000 .. 100,000",55,0,56,0,0,0,0,2
429940,The Sad Story of Emmeline Burns,ebi-hime,ebi-hime,,773,83,0,"50,000 .. 100,000",53,0,56,0,0,0,0,0
907310,World of Myths,Rebellious Software,Rebellious Software,,257,48,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
592890,Insidia,Bad Seed,Bad Seed,,141,78,0,"50,000 .. 100,000",37,0,49,0,0,0,0,0
317850,Company of Heroes 2 - Ardennes Assault,"Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)","Relic Entertainment, Feral Interactive (Mac), Feral Interactive (Linux)",,552,415,0,"50,000 .. 100,000",0,0,0,0,1999,1999,0,0
376140,SAGA,"Silverlode Interactive, Wasatch Games",Silverlode Interactive,,75,59,0,"50,000 .. 100,000",111,0,205,0,0,0,0,2
1740120,UFO Checkers,samcolserra,samcolserra,,23,12,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1561560,Deadly Daycare VR,Little Chair,Little Chair,,35,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
876470,Tentlan,Lionmoon UG,Lionmoon UG,,60,65,0,"50,000 .. 100,000",0,0,0,0,0,0,0,3
834880,Acro FS,Knife Edge Software,Knife Edge Software,,123,94,0,"50,000 .. 100,000",37,0,38,0,0,0,0,0
504310,The Cooking Game,Play Spirit Limited,Play Spirit Limited,,127,82,0,"50,000 .. 100,000",324,0,303,0,0,0,0,0
770500,Goblin Gearshop,Minus2,Minus2,,165,57,0,"50,000 .. 100,000",13,0,16,0,0,0,0,0
626010,Office Space: Idle Profits,Ultrabit,Kongregate,,205,156,0,"50,000 .. 100,000",10253,0,1949,0,0,0,0,0
2267810,Locke(d),KigyoDev,KigyoDev,,979,66,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
937310,Infinitode 2 - Infinite Tower Defense,Prineside,Prineside,,3354,320,0,"50,000 .. 100,000",2069,1354,260,1354,0,0,0,265
1104320,The Treasure of the Dragon,TTK,TTK,,7,3,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1330250,Taimanin Collection: Battle Arena,LiLith,Infini-Brain inc.,,505,188,0,"50,000 .. 100,000",93,0,33,0,0,0,0,50
542780,Drift GEAR Racing Free,Rock Crow,Rock Crow,,86,139,0,"50,000 .. 100,000",27,0,19,0,0,0,0,0
851810,Ultimate Sudoku Collection,Stanley Lam,Stanley Lam,,138,46,0,"50,000 .. 100,000",166,0,166,0,0,0,0,3
1189680,Degraman: Act I. Vincent & Cassel,NamNorm,NamNorm,,146,27,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
1907060,Craft Hero - Prologue,PandaCat 熊喵独立游戏,OKJOY,,151,8,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
488910,Astral Heroes,Apus Software,Apus Software,,227,99,0,"50,000 .. 100,000",110,0,158,0,0,0,0,0
964040,Snood,"Snood, LLC","Snood, LLC",,238,66,0,"50,000 .. 100,000",0,0,0,0,0,0,0,14
844380,Cave Digger VR,VRKiwi,VRKiwi,,267,84,0,"50,000 .. 100,000",78,0,38,0,1990,1990,0,0
504300,Gangs of Space,Little Big MMO,Little Big MMO,,321,103,0,"50,000 .. 100,000",109,0,89,0,0,0,0,0
672730,Find You,Byting Games,Byting Games,,382,28,0,"50,000 .. 100,000",7173,0,295,0,0,0,0,0
1367530,Rekt: Crash Test,Little Chicken Game Company,No Gravity Games,,508,97,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
878320,SIMULACRA: Pipe Dreams,Kaigan Games OÜ,Kaigan Games OÜ,,673,130,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
461180,SurrealVR,Surreal Games,Surreal Games,,48,30,0,"50,000 .. 100,000",69,0,100,0,0,0,0,0
821680,Military Operations: Benchmark,Military Operations,Military Operations,,35,34,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
542790,RacetronicVR,Charles Cochrane,Charles Cochrane,,7,5,0,"50,000 .. 100,000",373,0,373,0,0,0,0,0
467990,Versus: Battle of the Gladiator,Netker Inc.,Netker Inc.,,306,178,0,"50,000 .. 100,000",94,0,152,0,0,0,0,0
873960,Panic Room 2: Hide and Seek,GameXP.com,GameXP.com,,38,41,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1333090,Gravity,Daniel Gelber,Daniel Gelber,,63,9,0,"50,000 .. 100,000",0,0,0,0,0,0,0,1
2452850,Land Above Sea Below Prologue,Glasscannon Studio,Skystone Games,,114,23,0,"50,000 .. 100,000",25,0,25,0,0,0,0,0
565110,Mobile Astro,Raxasoft Games,Raxasoft Games,,126,52,0,"50,000 .. 100,000",113,0,165,0,0,0,0,0
754810,Six Days of Snow,ebi-hime,ebi-hime,,319,93,0,"50,000 .. 100,000",96,0,171,0,0,0,0,0
836940,【SCP】器関ノ彷徨 -The will of a single Tale-【DEMOver.】,Stoner Tomohito,GESTALT-§,,329,37,0,"50,000 .. 100,000",55,0,55,0,0,0,0,0
449020,The Bottom of the Well,Red Nettle Studio,Red Nettle Studio,,486,87,0,"50,000 .. 100,000",133,0,197,0,0,0,0,1
858060,Idle Heist,ChimpLabs,ChimpLabs,,94,233,0,"50,000 .. 100,000",47,0,61,0,0,0,0,0
922450,4X-Galaxy 无主之地：银河,Mercator,Mercator,,128,121,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
727280,Scrap,Top Shelf Studios,None,,36,36,0,"50,000 .. 100,000",114,0,114,0,0,0,0,0
922630,Mortal Royale,Star Vault AB,Star Vault AB,,99,149,0,"50,000 .. 100,000",13,0,18,0,0,0,0,0
1434610,Darkzone: Idle RPG,Capitanos,Capitanos,,82,51,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1241500,Dirty Harry's Thunder Drive,Thunder Clap,Thunder Clap,,59,18,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
1195220,Gunman And The Witch,"Phun Peeticharoenthum, Wichayuth Luaengtawekul, Noppasin Ngamsanguanprapa, Jeeratumrong Nakpracha, Pawika Khampawong",Phun Peeticharoenthum,,136,50,0,"50,000 .. 100,000",0,0,0,0,0,0,0,0
