appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
953290,Dinosaur Safari VR,"Hollowhead, Inc.","Hollowhead, Inc.",,14,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1329800,We Surround You,Alexander Feinstein,Alexander Feinstein,,20,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
792480,Name The Song Quiz,Gametroleum,Gametroleum,,26,22,0,"0 .. 20,000",0,0,0,0,0,0,0,0
748880,External Visions,team BitClub,team BitClub,,43,13,0,"0 .. 20,000",30,0,30,0,0,0,0,0
958750,Re-O-Ri,"Get Out Games, Virtual World Arcade","Get Out Games, Virtual World Arcade",,71,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1118570,Erstwhile Tower,TickTacTic,TickTacTic,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1254110,Quarres,MOBSoft Funstuff Inc.,MOBSoft Funstuff Inc.,,10,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
838220,Endersite,Lilkkgoog,Lilkkgoog,,28,13,0,"0 .. 20,000",9,0,9,0,0,0,0,0
1150810,Slime Slam,Tyler M Richardson,Tyler M Richardson,,12,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
596710,Kith - Tales from the Fractured Plateaus,Screwy Lightbulb,Screwy Lightbulb,,46,12,0,"0 .. 20,000",126,0,126,0,0,0,0,0
592100,Flotilla 2,Blendo Games,Blendo Games,,23,8,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1517520,Foglight Online,DangerousBob Studio LLC,,,41,39,0,"0 .. 20,000",0,0,0,0,799,799,0,0
585270,HeapVR,"Richard Fox - Development, John Gibbons - Development, Jonathan Haggard - Design, Joe Cantasano - Sound/Audio",Propeller Labs,,19,5,0,"0 .. 20,000",55,0,93,0,0,0,0,0
1240910,神鬼降世,,Mr. Creep Game,,12,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
766250,Kaz Ball,Doby Digital,Doby Digital,,21,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2850400,Bery'sCase 贝里的案件,VI Combo,VI Combo,,12,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1095450,Puzzle Walker (Demo),Sapphire Create.,Sapphire Create.,,28,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
587840,In the Darkness of the Sea,Olivier Leclair,Olivier Leclair,,63,17,0,"0 .. 20,000",46,0,84,0,0,0,0,0
1021220,The Seven Deadly Seas,Maffin,Maffin,,39,15,0,"0 .. 20,000",0,0,0,0,199,199,0,0
1067200,Plagueworld,Free Initiative Games,Free Initiative Games,,37,26,0,"0 .. 20,000",0,0,0,0,0,0,0,0
549770,Paranormal Teens,"Visual Wordplay, Godline",Visual Wordplay,,47,52,0,"0 .. 20,000",76,0,76,0,0,0,0,0
1258770,6 PEOPLE,GsK,GsK,,27,28,0,"0 .. 20,000",0,0,0,0,0,0,0,0
888070,Railroad Tracks,socah development,socah,,29,17,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1328510,Save Iron Globe,Frameblade,Frameblade,,31,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
703090,冒险之路(Adventure Road),"WangJianWei, KuangXiang",WangJianWei,,18,16,0,"0 .. 20,000",52,0,52,0,0,0,0,0
1016260,Magic Combat VR,ProntiatVR,ProntiatVR,,10,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1287940,Blaze,"Charcoal Games, Filip Konjevod, Wyatt Johnson, Jake Elliott, Trey Kusterer, Kat Townsend, Jake Durham, Bryetan Dean, Will Groves",Charcoal Games,,5,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
856600,Fur the Game,Fur Dev Team,Fur Dev Team,,138,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1224640,Jump To Die 2 - Bloody Soul,WnMStudio,WnMStudio,,39,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1267770,Linda & Joan Prologue: “Four Months Earlier”,False Vacuum Games,False Vacuum Games,,36,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
515230,Cleo's Lost Idols,Tomb Team,Chilled Mouse,,30,19,0,"0 .. 20,000",181,0,181,0,0,0,0,0
1151860,Last Chance VR,NotAGamer不玩遊戲,NotAGamer不玩遊戲,,9,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
853250,신기록 : A Compendium of Ghosts,Team 33,Team 33,,90,8,0,"0 .. 20,000",26,0,26,0,0,0,0,0
693830,Containment Corps,Nimbus Interactive,Nimbus Interactive,,30,18,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1067930,this was for you.,Watercress,Watercress,,109,16,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1289500,BattleParty,TeamNova,TeamNova,,17,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1025890,Other Submarine,OverTurn Studios,OverTurn Studios,,14,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
689030,Infection Rate,AL Games,AL Games,,5,4,0,"0 .. 20,000",0,0,0,0,299,299,0,0
1282540,Tales of Kongfu,Colddagger,YWY,,1,1,0,"0 .. 20,000",0,0,0,0,99,99,0,0
1259280,ambr,"ambr, inc.","ambr, inc.",,6,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1941760,Irritability & Mood Swings,Black Ivy Games,Black Ivy Games,,11,5,0,"0 .. 20,000",0,0,0,0,199,199,0,0
2764340,Summoneer,Magnus Dorra,Magnus Dorra,,10,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
856300,Disc Golf VR,William W,William W,,13,7,0,"0 .. 20,000",268,0,268,0,0,0,0,0
1093870,Block,songchenliang,songchenliang,,15,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2176140,云城异闻录,MATRIX GAMES,KARL'S LIGHT,,15,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
891180,PINPIN BALLBALL,KADOKAWA CORPORATION,PLAYISM,,18,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
823470,Glitchball,Reboot Arcade,Reboot Arcade,,20,11,0,"0 .. 20,000",8,0,8,0,0,0,0,0
498720,Inklings,Applepine Games,Applepine Games,,21,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
932810,BattleCry: World At War,DYNAMICNEXT,DYNAMICNEXT,,24,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1067030,Meta Revelations - Ring Spirits,Blackwinggames,Blackwinggames,,25,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2226610,Aggregator Elevator System,Eternal Monke Games,Eternal Monke Games,,26,4,0,"0 .. 20,000",0,0,0,0,0,0,0,1
713380,Mr. Barrel,Goetheden,,,31,20,0,"0 .. 20,000",0,0,0,0,199,199,0,1
722810,Casual Spider Solitaire,Fair Games,Fair Games,,31,16,0,"0 .. 20,000",1,0,1,0,0,0,0,0
724870,Glorious Noon,Jehan Kobe Chang,Jehan Kobe Chang,,32,9,0,"0 .. 20,000",173,0,327,0,0,0,0,0
1221300,Tire Friend,G.Reed,G.Reed,,33,7,0,"0 .. 20,000",0,0,0,0,299,299,0,1
853780,BlubBlub: Quest of the Blob,"Girls Make Games, Team Blub Blub","Girls Make Games, LearnDistrict, Inc.",,35,8,0,"0 .. 20,000",10,0,10,0,0,0,0,0
1117810,Git Gud or Get Rekt,IQ Software,IQ Software,,37,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1297320,ACT,MCGames,MCGames,,39,30,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2011310,Entropic Float: This World Will Decay And Disappear,Nico H,Starfield Gaming,,41,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1803060,The Glade,Michael Schade,Michael Schade,,58,42,0,"0 .. 20,000",0,0,0,0,0,0,0,1
2468610,The Night Shift,Red Spiral Studios,Red Spiral Studios,,61,51,0,"0 .. 20,000",0,0,0,0,699,699,0,0
1411200,Critter Clicker,TimeWastingGames,TimeWastingGames,,62,44,0,"0 .. 20,000",0,0,0,0,0,0,0,3
1029970,Dig Deep,"Flippancy Studio, taletronic",Flippancy Studio,,65,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2177800,"Forgive My Sins & Desires, Father - Boys Love (BL) Visual Novel",ChaniMK,ChaniMK,,77,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
619870,Omegaland,Jonas Kyratzes,Jonas Kyratzes,,99,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
840060,Good Doggo,Cozy Game Pals,Cozy Game Pals,,107,27,0,"0 .. 20,000",0,0,0,0,0,0,0,0
464490,The Afterglow of Grisaia,Frontwing,Frontwing USA,,111,5,0,"0 .. 20,000",107,0,123,0,899,899,0,0
521980,Autumn Dream,GDNomaD,GDNomaD,,111,117,0,"0 .. 20,000",236,0,232,0,99,99,0,0
1287310,Juiced!,Timothy van der Hoeven,Timothy van der Hoeven,,134,8,0,"0 .. 20,000",0,0,0,0,199,199,0,0
757910,Away,NipoBox,NipoBox Publishing,,151,92,0,"0 .. 20,000",0,0,0,0,299,299,0,2
938660,Achtung die Kugel!,"Erik Sillén, Fredrik Carlsson, Philip Bretschneider",,,9,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
991930,Psycho Boys,Kelobyte Oy,Kelobyte Oy,,15,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1274020,Castle Fight,Team Californium,Team Californium,,16,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
963910,They That Feast,Blackwood Specter,Blackwood Specter,,17,23,0,"0 .. 20,000",0,0,0,0,0,0,0,0
815030,SKULL FEAST,smakarov3,smakarov3,,18,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1041100,LocoMotives,"Cornbilt, LLC","Cornbilt, LLC",,19,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1269990,Wishy Washy,Open Alpha,Open Alpha,,20,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
850310,Deadly Station,RPG Adventures Team,RPG Adventures Team,,22,27,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1066310,OFFSIDE,Objectif 3D,Objectif 3D,,22,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1157920,Beach Body Bros,Gentle Manhands,Gentle Manhands,,34,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
391210,Arclight Cascade,Hexdragonal Games,Hexdragonal Games,,46,8,0,"0 .. 20,000",59,0,68,0,0,0,0,0
874440,Border Bots VR,"Paw Print Games Ltd., vTime Ltd",Team17,,49,9,0,"0 .. 20,000",0,0,0,0,1999,1999,0,0
781990,Wequer,"Ben Allen, Miroko",Ben Allen,,68,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
587290,The Thing With Mistletoes,Ran,Visual Wordplay,,77,30,0,"0 .. 20,000",74,0,138,0,0,0,0,0
885470,Wired,University of Cambridge Engineering Department,University of Cambridge Engineering Department,,99,7,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1060450,Sky Shepherd,Boxcastle Games,Boxcastle Games,,21,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1693430,Dungeon Overseer,Ripknot,Ripknot,,24,23,0,"0 .. 20,000",0,0,0,0,0,0,0,3
1109400,Dino Delivery,Fossil Friends,DigiPen Institute of Technology,,28,20,0,"0 .. 20,000",0,0,0,0,0,0,0,0
521320,Final Warrior Quest,The Game Brewery,The Game Brewery,,30,10,0,"0 .. 20,000",8,0,8,0,0,0,0,0
1072000,Alice in CyberCity,Team League,Ahlman Game Studio,,30,15,0,"0 .. 20,000",0,0,0,0,0,0,0,0
919170,Dude Cops,Osgoode Media,Osgoode Media,,36,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
974840,A Show of Kindness,Google,Google,,37,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1457150,Leafling,Celtaria Productions,Celtaria Productions,,437,180,0,"0 .. 20,000",0,0,0,0,0,0,0,0
669740,Tower Bombarde,SaintHeiser,Half-Face Games,,8,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
913270,We Are Terror: The First Days,Kuzcopia,HDamas,,16,8,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1269960,Inferno Wizards,Home Fire Games,Home Fire Games,,23,10,0,"0 .. 20,000",0,0,0,0,0,0,0,0
899530,Cosmi-Cave 64,Hands!,Hands!,,22,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1141770,Rage Melee,"N J FOX, KRH",N J FOX,,8,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
912250,Simplex Mundi,PixelKiln,PixelKiln,,18,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
977450,Where Thoughts Go: Resolutions,Lucas Rizzotto,Thought Co.,,12,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
514550,Beat The Dictators,Peaksel,Peaksel,,10,22,0,"0 .. 20,000",3,0,3,0,0,0,0,0
982690,DATAFLOW,SaintHeiser,Half-Face Games,,2,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1139670,uniTower,Doodad Games,Doodad Games,,13,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1849300,La Jetée,Arthouse indie Games,Arthouse indie Games,,11,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
586100,Heroes in the Sky-Origin,GameUS Inc,GameUS Inc,,0,21,0,"0 .. 20,000",0,0,0,0,299,299,0,0
879280,Supesu,Growfall Games,Growfall Games,,37,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1375460,Six Paths,Kevin Wacknov,Mind Body Aware Games LLC,,9,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1254720,The Last Bee,angelos siskos,angelos siskos,,8,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1290510,Your Human is Sick,CelleC Games,CelleC Games,,14,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1430690,Stay Safe 2020,Mohamed Shiyam,Mohamed Shiyam,,14,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2620950,UnderOneRoof,危途旅行团TravellersOnHazard,危途旅行团TravellersOnHazard,,2,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
799410,The Outbreak Story,Jules-Makes-Games,Jules-Makes-Games,,7,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3631670,ま～する -序章-,fourgate.net,fourgate.net,,1,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1208420,The War Enders Evolution,Crystal Heart's Studio,Crystal Heart's Studio,,15,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
791300,Canek: Quest for Corn [Demo],Guami Games,Guami Games,,27,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
891190,CROSS X CARROT,KADOKAWA CORPORATION,PLAYISM,,16,13,0,"0 .. 20,000",0,0,0,0,0,0,0,0
559920,Broken Blue,BacklotRealities,"Cacti Council, BacklotRealities",,35,14,0,"0 .. 20,000",59,0,81,0,0,0,0,0
742990,Sanguo: War Under Heaven,Telestic Studios,"Second March, LLC",,9,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1137900,I Am Gooey,Radiant,DigiPen Institute of Technology,,14,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1246680,Two Worlds - The 3D Art Gallery,Tiina Rahm,Tiina Rahm,,9,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
768840,FIRST STEAM GAME VHS - COLOR RETRO RACER : MILES CHALLENGE,Bacq Stellan,ebi-hime,,35,30,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1188630,Twitchoos RUN: Socks & Stream,Raf1Dev,Raf1Dev,,17,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1108240,Code/The Werewolf Party,WAO Studio,WAO Studio,,17,21,0,"0 .. 20,000",0,0,0,0,0,0,0,0
718810,Teleporter,Teleporter Realities,Teleporter Realities,,8,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1355720,Henosis,Odd Critter Games,Odd Critter Games,,5,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1065750,Spark and The Digital Daydream,Luminescence Interactive,Luminescence Interactive,,63,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
763650,Comets Wake,Rocket Tiger Studios,Rocket Tiger Studios,,26,9,0,"0 .. 20,000",14,0,14,0,0,0,0,0
837330,Crimson Shift,Nandee,Crimson Lodge,,25,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1098040,Soulscape,Samu,Samu,,48,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
774421,Shinrin-yoku: Forest Meditation and Relaxation,Hinge Digital,Hinge Digital,,19,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1121000,Bhavacakra Maco,Two Clusters,Two Clusters,,18,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1287100,Ready? Set. Haiya!,Geeky Panda Studios,Geeky Panda Studios,,13,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1089860,Blautopf VR - Geheimnis der Lau,Pixelcloud,"Südwestrundfunk, Tellux next",,49,9,0,"0 .. 20,000",50,0,50,0,0,0,0,0
448860,Colony 42,Verdict Studios LLC,Verdict Studios LLC,,25,9,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1383670,KING GOD DOMAIN,easy joy technology limited,easy joy technology limited,,24,18,0,"0 .. 20,000",0,0,0,0,0,0,0,0
667160,Sphere Frustration,GreatherGames,GreatherGames,,23,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
933930,Tiny Love,Alterindie LLC,Alterindie LLC,,15,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1180020,An Occurrence at Owl Creek Bridge,James Earl Cox III,James Earl Cox III,,47,5,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1295490,Beyond DAWN,"Marcus Allard, Fredrik Öberg",Mercury Studios,,20,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1524810,Carotic - Academic Version,Marc Kletz,Marc Kletz,,11,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
683670,BLOKDODGE,"Maxwell Volz, David Zeiser",David Zeiser,,45,8,0,"0 .. 20,000",41706,0,83197,0,0,0,0,0
1453730,Liminal,Liminal VR,Liminal VR,,30,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1194330,Drone Combat,White Fence Games LLC,White Fence Games LLC,,10,2,0,"0 .. 20,000",0,0,0,0,499,499,0,0
1192050,Iveri: The 1.000 Story,,Blender Games,,2,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
966460,Undress Tournament,"HawkX Games, Double Mirage Studio",HawkX Games,99,12,9,57,"0 .. 20,000",0,0,0,0,0,0,0,0
1322280,Time Of Special Team(T.O.S.T),NeedUs Corp.,NeedUs Corp.,,1,2,0,"0 .. 20,000",0,0,0,0,99,99,0,0
937160,BRING IT DOWN!,"Triverske, Mirror Queen",Triverske,,2,5,0,"0 .. 20,000",0,0,0,0,699,699,0,0
2485090,Charles the Bee,Blue Pin Studio,Blue Pin Publishing,,0,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2512510,TriFute - Online Button Soccer,Douglas Maieski,Douglas Maieski,,3,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2585840,Kitchen Quest,Arhi Games,Arhi Games,,9,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2735760,Free Video Converter,dvdvideomedia,dvdvideomedia,,10,2,0,"0 .. 20,000",0,0,0,0,0,0,0,1
528940,Birthright Cataclysm - Overture,Hisoka,Hisoka,,11,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
478000,Qantas VR,Start VR,Qantas,,16,14,0,"0 .. 20,000",143,0,143,0,0,0,0,0
767300,War of Conquest,IronZog,IronZog,,16,12,0,"0 .. 20,000",0,0,0,0,0,0,0,1
876340,VR Slots 3D,Belka VR,Belka VR,,17,18,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2995800,RevoiceLive,Balacoon,Balacoon,,17,9,0,"0 .. 20,000",0,0,0,0,0,0,0,3
273890,Arctic Trucker Simulator,United Independent Entertainment,United Independent Entertainment,,18,44,0,"0 .. 20,000",0,0,0,0,499,499,0,0
2080950,Rawbots,Rawbots Interactive Inc.,Rawbots Interactive Inc.,,18,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1957100,Natal Perdido,SlimeNot,SlimeNot,,20,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
737490,Journey to Luonto,Daniel Wiitanen,Daniel Wiitanen,,23,6,0,"0 .. 20,000",214,0,214,0,0,0,0,0
1275210,Cross Soul,Midori Games / みどりげーむず,Midori Games / みどりげーむず,,23,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1312310,Golden Moon,Steven G. Chinn,Steven G. Chinn,,23,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3100990,Whale Well,Ryan Nein,Ryan Nein,,23,4,0,"0 .. 20,000",0,0,0,0,0,0,0,1
657410,Electronics Circuits Simulator,"Arttu Tuovinen, Alan Bourhis, Michael Callaghan",Michael Callaghan,,24,12,0,"0 .. 20,000",150,0,150,0,0,0,0,0
1041670,Money Bath VR / 札束風呂VR,kan.kikuchi,kan.kikuchi,,25,24,0,"0 .. 20,000",0,0,0,0,499,499,0,0
497090,Amihailu in Dreamland,Delmunsoft,Delmunsoft,,26,7,0,"0 .. 20,000",114,0,114,0,0,0,0,0
1250490,Retro Vaders: Reloaded,Andrew Nutter666 Jaggar,Andrew Nutter666 Jaggar,,26,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
305860,AutoTileGen,Pixelatto,Pixelatto,,28,19,0,"0 .. 20,000",12,0,12,0,0,0,0,0
1152620,PixelForces.io,FreezeNova,FreezeNova,,31,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1144080,Overboard,"Jack Southard, Nathan Jew",Trass Games,,32,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
989040,After Hours,"Petter Malmehed, Jösses",Petter Malmehed,,34,19,0,"0 .. 20,000",0,0,0,0,0,0,0,1
436340,Kiya,Emblematic Group,Emblematic Group,,35,5,0,"0 .. 20,000",58,0,58,0,0,0,0,0
2781010,tug-of-war,Poliya's Studio,Poliya's Studio,,40,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3178910,Keyboard Soldier,Rogisimo,Rogisimo,,40,4,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2756910,Dark Light,Usagygy,ZNT Productions,,42,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3025630,Shadow of Pharos,Team Gaivot,Team Gaivot,,50,21,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1138990,B.i.t.Lock,"Petorio, Peter Hofbauer",Peter Hofbauer,,57,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2381690,Monkey Business,Owen Black,BLACKOUT,,58,1,0,"0 .. 20,000",0,0,0,0,99,99,0,1
2530890,Fruit Conflict,Bugarin-Horváth Boldizsár,Bugarin-Horváth Boldizsár,,62,15,0,"0 .. 20,000",0,0,0,0,399,399,0,0
1193550,Ruthless Conquest,Candy Rufus Games,Candy Rufus Games,,75,13,0,"0 .. 20,000",0,0,0,0,0,0,0,1
2492600,Rampage Agents,PlutoVR Studio,PlutoVR Studio,,99,31,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1152950,Blackberry,AndeoTEAM,AndeoTEAM,,100,64,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1101030,Noara: The Conspiracy,ATYPIQUE studio,ATYPIQUE studio,,104,22,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2318280,Beyond a Coral Sea,Snigelsoft,Snigelsoft,,124,9,0,"0 .. 20,000",0,0,0,0,599,599,0,0
1114650,HorrorVale,BatWorks Software,BatWorks Software,,322,3,0,"0 .. 20,000",3158,0,3158,0,1599,1599,0,2
1419370,Cooking Companions: Appetizer Edition,Deer Dream Studios,Deer Dream Studios,,347,47,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1181790,Circle of Sumo: Online Rumble!,"Yonder, Strelka Games",Strelka Games,,917,82,0,"0 .. 20,000",0,0,0,0,0,0,0,1
2954560,100 Forest Cats,"100 Cozy Games, Cats",100 Cozy Games,,0,0,0,"0 .. 20,000",0,0,0,0,99,99,0,1
3253990,THE WALLWAY,Daniel Seman,Galactic Games,,4,33,0,"0 .. 20,000",0,0,0,0,999,999,0,0
1410110,RENEGADE: ARENA SHOOTER,C3T4NU,Rubber Ducky Studios,,3,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2519240,Feywing,Dinoleaf LLC,Dinoleaf LLC,,4,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2231310,Epic Dragon,Voge_Games,Voge_Games,,5,1,0,"0 .. 20,000",0,0,0,0,0,0,0,0
873250,Crimson Light,Nandee,Crimson Lodge,,14,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1047750,Chili The Chipmunk Pinball Adventure,N J FOX,N J FOX,,14,12,0,"0 .. 20,000",0,0,0,0,0,0,0,0
526470,Deep Below,Confused Studios,Confused Studios,,16,11,0,"0 .. 20,000",64,0,64,0,0,0,0,0
1559460,Hero's everyday life,Enoops,Enoops,,16,7,0,"0 .. 20,000",0,0,0,0,0,0,0,2
1903290,Premortal VR,Voigon Ltd.,Voigon Ltd.,,17,3,0,"0 .. 20,000",0,0,0,0,0,0,0,0
519170,The Journey Home,Michael Chou,Michael Chou VR Lab,,19,18,0,"0 .. 20,000",223,0,223,0,0,0,0,0
677260,Nuclear Wipeout,Palikkapeli Entertainment,Ahlman Game Studio,,20,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
542940,Kickoff Legends,StudioQi,StudioQi,,23,13,0,"0 .. 20,000",52,0,53,0,0,0,0,0
1088160,Led It Rain VR,Ataverti,Ataverti,,24,6,0,"0 .. 20,000",0,0,0,0,0,0,0,0
760490,Frontier Runner,Leon Aminof,Leon Aminof,,25,17,0,"0 .. 20,000",0,0,0,0,0,0,0,0
742630,Wonky Ship,Kiz Studios,"You42, Inc.",,29,23,0,"0 .. 20,000",366,0,366,0,0,0,0,0
824880,Charlotte,Extinct Angel,MAGIC Spell Studios,,31,30,0,"0 .. 20,000",14,0,14,0,0,0,0,0
381850,My Paper Boat,TML-Studios,Aerosoft GmbH,,47,17,0,"0 .. 20,000",0,0,0,0,0,0,0,0
439260,"""BUTTS: The VR Experience""",Gentle Manhands,Gentle Manhands,,83,18,0,"0 .. 20,000",0,0,0,0,0,0,0,1
1160870,Dinosaur Hunting Patrol 3D Multiplayer Online,Vicente Rosell Roig,Vicente Rosell Roig,,133,25,0,"0 .. 20,000",0,0,0,0,0,0,0,0
751060,Ice Age Scrat's Nutty Adventure,Just Add Water (Development) Ltd.,Outright Games Ltd.,,159,101,0,"0 .. 20,000",0,0,0,0,1049,2999,65,0
3372960,Christmas Infinity,Dragon Slumber,Dragon Slumber,,6,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
3176950,じゅうにばんめにわるいゆめのさち,七味全振りきつねうどん,きつねみみアラモード,,12,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
2874070,Destroy Them !,RoiDeCoeurs,RoiDeCoeurs,,7,2,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1105240,Pakicetus,Polymorphic Games,"University of Idaho, Polymorphic Games",,8,7,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1473540,Gondola's Adventure,IceBear's Untold Tales,IceBear's Untold Tales,,8,0,0,"0 .. 20,000",0,0,0,0,0,0,0,0
1087020,Neko Jump,JoPaSä,Ahlman Game Studio,,16,11,0,"0 .. 20,000",0,0,0,0,0,0,0,0
952120,阿达三国志2019  竖版 Three Kingdoms 2019,阿达游戏,阿达游戏,,31,14,0,"0 .. 20,000",0,0,0,0,0,0,0,0
