appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,owners_min,owners_max,owners_median,release_date,genres,is_free,metacritic_score,dlc_count
449050,Rock Paper Scissors Champion,Wholetone Games,Wholetone Games,,333,223,0,"20,000 .. 50,000",94,0,94,0,199,199,0,0,20000,50000,35000.0,"2 Mar, 2016","Casual, Sports",False,,1
638110,Desert Bus VR,Dinosaur Games,"Gearbox Software, LLC",,1498,210,0,"20,000 .. 50,000",79,0,37,0,0,0,0,1,20000,50000,35000.0,"27 Nov, 2017","Casual, Free To Play, Simulation",True,,0
643980,Ironbound,Secret Level SRL,Secret Level SRL,,178,83,0,"20,000 .. 50,000",161,0,240,0,0,0,0,0,20000,50000,35000.0,"4 Jan, 2018","Indie, RPG, Strategy, Free To Play",True,,0
395850,Bear Simulator,Farjay.com,Farjay.com,,556,83,0,"20,000 .. 50,000",1200,0,1724,0,1499,1499,0,0,20000,50000,35000.0,"26 Feb, 2016","Action, Adventure, Indie, Simulation",False,,0
332260,Disney•Pixar Cars Mater-National Championship,Rainbow Studios,"THQ, Disney",,478,47,0,"20,000 .. 50,000",245,111,366,111,1999,1999,0,0,20000,50000,35000.0,"24 Feb, 2015",Racing,False,,0
524380,Yore VR,Tectonic VR,Tectonic VR,,69,105,0,"20,000 .. 50,000",18,0,18,0,0,0,0,0,20000,50000,35000.0,"24 Oct, 2016","Action, Adventure, Free To Play, Indie, RPG, Simulation, Early Access",True,,0
552130,Whiplash - Crash Valley,Diagrammet AB,Diagrammet AB,,128,142,0,"20,000 .. 50,000",244,0,254,0,499,499,0,0,20000,50000,35000.0,"7 Dec, 2016","Adventure, Casual, Indie, Simulation",False,,0
704690,Elisa: Seduce the Innkeeper,Neoclassic Games,Neoclassic Games,,138,55,0,"20,000 .. 50,000",59,0,105,0,499,499,0,0,20000,50000,35000.0,"25 Sep, 2017","Adventure, Indie, Free To Play",False,,0
467820,Zero G Arena,Jonathan Wood,Jonathan Wood,,637,75,0,"20,000 .. 50,000",128,0,58,0,999,999,0,0,20000,50000,35000.0,"8 Aug, 2018","Action, Indie",False,,0
338930,TRANSFORMERS: Devastation,PlatinumGames,Activision,,1133,76,0,"20,000 .. 50,000",378,0,456,0,0,0,0,1,20000,50000,35000.0,"6 Oct, 2015",Action,False,,0
372820,Shot In The Dark,Technomancy Studios,Technomancy Studios,,82,91,0,"20,000 .. 50,000",319,0,259,0,0,0,0,0,20000,50000,35000.0,"10 Jun, 2015","Action, Free To Play, Indie, Early Access",True,,0
810230,Traum,Ruskatuli,Ruskatuli,,348,28,0,"20,000 .. 50,000",90,0,90,0,0,0,0,0,20000,50000,35000.0,"19 Mar, 2018","Violent, Gore, Adventure, Free To Play, Indie",True,,1
449470,Atulos Online,Parallaxian Pty Ltd,Parallaxian Pty Ltd,,190,77,0,"20,000 .. 50,000",91,0,94,0,0,0,0,0,20000,50000,35000.0,"30 Apr, 2016","Adventure, Free To Play, Indie, Massively Multiplayer, RPG",False,,0
816810,Unlight:SchizoChronicle,Techway,Techway,,63,28,0,"20,000 .. 50,000",61,0,61,0,0,0,0,0,20000,50000,35000.0,"21 May, 2018","Casual, Free To Play",True,,0
545570,PHAT PHROG,ColloseusX,Phat Phrog Studios,,45,28,0,"20,000 .. 50,000",61,0,66,0,199,199,0,0,20000,50000,35000.0,"27 Oct, 2016","Action, Casual, Indie",False,,19
451960,The Secret of Pineview Forest,VIS-Games,United Independent Entertainment,,71,55,0,"20,000 .. 50,000",46,0,52,0,0,0,0,0,20000,50000,35000.0,"31 Oct, 2016","Action, Adventure, Indie",True,,0
498710,After Dreams,Matt Boyer,,,151,53,0,"20,000 .. 50,000",78,0,146,0,0,0,0,0,20000,50000,35000.0,"6 May, 2018","Violent, Adventure, Casual, Free To Play, Indie, Simulation",False,,0
684210,7,Zac,Zac,,185,44,0,"20,000 .. 50,000",202,0,202,0,0,0,0,0,20000,50000,35000.0,"26 Jan, 2018","Adventure, Free To Play, Indie",True,,0
536990,Redie,Rückert Broductions,Rückert Broductions,,208,53,0,"20,000 .. 50,000",105,0,112,0,0,0,0,1,20000,50000,35000.0,"1 Dec, 2016","Action, Indie",True,79,0
234820,Driver Fusion - The Best Driver & Device Solution,Treexy,Treexy,,295,131,0,"20,000 .. 50,000",1786,0,3323,0,0,0,0,6,20000,50000,35000.0,"6 May, 2013","Indie, Free To Play, Education, Software Training, Utilities, Web Publishing, Game Development",False,,2
792030,"Just, Bearly",Daniel J Roberts,Daniel J Roberts,,487,32,0,"20,000 .. 50,000",20,0,26,0,0,0,0,0,20000,50000,35000.0,"31 May, 2018","Casual, Indie",True,,1
1453850,Pro Cycling Manager 2021,Cyanide Studio,Nacon,,493,129,0,"20,000 .. 50,000",5775,0,8313,0,3999,3999,0,39,20000,50000,35000.0,"3 Jun, 2021","Casual, Racing, Simulation, Sports, Strategy",False,,0
396060,The Rose and I,"Eugene Chung, Jimmy Maidens, Terry Kaleas",Penrose Studios,,164,20,0,"20,000 .. 50,000",62,0,105,0,0,0,0,1,20000,50000,35000.0,"5 Apr, 2016","Casual, Indie",True,,0
825190,MisBits,"Pow Wow Entertainment LTD., Purple Lamp Studios",3BD GAMES LLC,,412,78,0,"20,000 .. 50,000",26,0,27,0,0,0,0,0,20000,50000,35000.0,"5 Mar, 2020","Action, Casual, Early Access",False,,0
847890,小黄条/YYNote,肥羊,肥羊,,48,20,0,"20,000 .. 50,000",4478,0,6356,0,0,0,0,1,20000,50000,35000.0,"8 May, 2018","Free To Play, Indie",True,,0
612590,Mouse Playhouse,Tinkertainment,SMU Guildhall,,50,11,0,"20,000 .. 50,000",94,0,94,0,0,0,0,0,20000,50000,35000.0,"31 Mar, 2017","Casual, Free To Play, Indie",True,,0
1736400,TramSim Munich - The Tram Simulator,ViewApp,Aerosoft GmbH,,436,217,0,"20,000 .. 50,000",259,0,259,0,3499,3499,0,2,20000,50000,35000.0,"4 Nov, 2021","Casual, Indie, Simulation",False,,0
529150,Lazerbait,Taylor Stapleton,Taylor Stapleton,,490,17,0,"20,000 .. 50,000",50,0,66,0,0,0,0,0,20000,50000,35000.0,"13 Oct, 2016","Indie, Strategy",True,,0
681500,Lumber King,WnMStudio,WnMStudio,,59,97,0,"20,000 .. 50,000",141,0,184,0,0,0,0,0,20000,50000,35000.0,"16 Aug, 2017",Free To Play,True,,7
386510,Pyramid Raid,Travian Games GmbH,Travian Games GmbH,,96,64,0,"20,000 .. 50,000",74,0,120,0,299,299,0,0,20000,50000,35000.0,"15 Dec, 2015","Action, Casual, Indie",False,,0
801120,Kirchhoff's Revenge,Gerd Kortemeyer et al.,Michigan State University,,100,21,0,"20,000 .. 50,000",13,0,13,0,0,0,0,0,20000,50000,35000.0,"31 Dec, 2019","Casual, Free To Play, Indie, Simulation, Strategy",True,,0
687280,The Awakening,"Dark Polygon Ltda., Jalomot Ltda.",Dark Polygon Ltda.,,28,27,0,"20,000 .. 50,000",217,0,401,0,0,0,0,0,20000,50000,35000.0,"21 Sep, 2017","Free To Play, Strategy",False,,0
520910,Kokurase Episode 1,"galanti, Vaka Game Magazine",Vaka Game Magazine,,124,16,0,"20,000 .. 50,000",117,0,125,0,0,0,0,0,20000,50000,35000.0,"10 Nov, 2016","Adventure, Free To Play, Indie, RPG",True,,2
602090,Janus VR,"Janus VR, Inc.","Janus VR, Inc.",,40,25,0,"20,000 .. 50,000",27,0,29,0,0,0,0,0,20000,50000,35000.0,"31 Mar, 2017","Indie, Simulation, Web Publishing",False,,0
643870,Kitten Adventures in City Park,Lokator Studio,Lokator Studio,,590,42,0,"20,000 .. 50,000",31,0,42,0,0,0,0,0,20000,50000,35000.0,"8 Sep, 2017","Adventure, Indie",True,,1
1193630,Edge of Book,Vanwong,MKJump,,59,55,0,"20,000 .. 50,000",26,0,26,0,269,899,70,0,20000,50000,35000.0,"28 Dec, 2020","Casual, Indie, Simulation, Strategy, Early Access",False,,0
809250,BEKKOUAME,Mt.Bamboo Village,Pujia8 Studio,,239,18,0,"20,000 .. 50,000",163,0,163,0,0,0,0,0,20000,50000,35000.0,"11 Apr, 2018","Action, Adventure, Free To Play, Indie",True,,0
731770,Flightless Classic,Bristol Street Studios,Bristol Street Studios,,333,35,0,"20,000 .. 50,000",55,0,56,0,0,0,0,0,20000,50000,35000.0,"27 Oct, 2017","Adventure, Free To Play, Indie",True,,0
987450,胸怀三国 OL / 삼국지를 품다 / Embrace the Three Kingdoms OL,VALOFE,VALOFE,,69,55,0,"20,000 .. 50,000",82,0,124,0,0,0,0,0,20000,50000,35000.0,"22 May, 2019","Free To Play, Massively Multiplayer, RPG, Strategy",False,,0
461410,Protonwar,Outer Planet Studios,Outer Planet Studios,,84,20,0,"20,000 .. 50,000",20,0,20,0,0,0,0,2,20000,50000,35000.0,"15 Mar, 2018","Action, Indie",True,,0
698370,True or False Universe,Vladimir Maslov,Vladimir Maslov,,164,43,0,"20,000 .. 50,000",115,0,120,0,499,499,0,0,20000,50000,35000.0,"7 Nov, 2017",Casual,False,,0
1106340,Legend Bowl,Super Pixel Games,Super Pixel Games,,783,108,0,"20,000 .. 50,000",720,0,1068,0,2499,2499,0,7,20000,50000,35000.0,"2 Sep, 2021","Action, Indie, Simulation, Sports, Strategy",False,,2
401800,Bitku,Pixeljam,Pixeljam,,55,12,0,"20,000 .. 50,000",180,0,180,0,0,0,0,0,20000,50000,35000.0,"9 Feb, 2017","Free To Play, Indie",True,,0
840260,Endless World Idle RPG,Radiance Games,Radiance Games,,3299,943,0,"20,000 .. 50,000",33860,0,133,0,0,0,0,0,20000,50000,35000.0,"5 Dec, 2019","Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, RPG, Strategy",False,,0
348860,MyDream,"MyDream Interactive, Inc","MyDream Interactive, Inc",,62,35,0,"20,000 .. 50,000",153,0,153,0,0,0,0,1,20000,50000,35000.0,"20 Feb, 2015","Action, Adventure, Casual, Free To Play, Indie, RPG",True,,0
741320,The Song of Terminus  終焉的迴響:護界者之歌,拉貢拉斯找金粒,拉貢拉斯找金粒,,38,31,0,"20,000 .. 50,000",437,0,437,0,0,0,0,0,20000,50000,35000.0,"26 Oct, 2017","Action, Free To Play, Indie, Early Access",True,,0
656070,Better Off Tread,"Pixel Constructor, LLC.","Pixel Constructor, LLC",,61,33,0,"20,000 .. 50,000",164,0,74,0,0,0,0,0,20000,50000,35000.0,"12 Sep, 2017","Action, Free To Play, Indie",False,,0
678090,Symploke: Legend of Gustavo Bueno (Chapter 1),Videojuegos Fermín,Videojuegos Fermín,,66,13,0,"20,000 .. 50,000",218,0,218,0,0,0,0,0,20000,50000,35000.0,"30 Sep, 2017","Adventure, Free To Play, Indie",True,,0
714970,Metonymy,Joseph Bramlett,Joseph Bramlett,,37,29,0,"20,000 .. 50,000",99,0,99,0,0,0,0,0,20000,50000,35000.0,"25 Oct, 2017","Adventure, Free To Play, Indie",True,,0
743190,Zap Zap Zombie Cats,Hang Time Studios,Hang Time Studios,,43,26,0,"20,000 .. 50,000",24,0,24,0,0,0,0,0,20000,50000,35000.0,"9 May, 2018","Action, Casual, Free To Play, Indie",True,,0
439460,Ships 2017,FragOut,"Games Box, SIG Publishing",,65,120,0,"20,000 .. 50,000",18,0,18,0,1499,1499,0,0,20000,50000,35000.0,"19 Oct, 2016","Indie, Simulation",False,,0
747970,Scions of Fate,MGAME Corporation,NETGAME Inc,,114,58,0,"20,000 .. 50,000",2962,0,2962,0,0,0,0,36,20000,50000,35000.0,"29 Jan, 2018","Free To Play, Massively Multiplayer, RPG",True,,0
1107620,Mystery Island - Hidden Object Games,Crisp App Studio,Crisp App Studio,,127,66,0,"20,000 .. 50,000",87,0,87,0,499,499,0,0,20000,50000,35000.0,"25 Oct, 2019","Adventure, Casual, Indie",False,,0
394140,Sound Shift,Matthew Brown,Matthew Brown,,146,25,0,"20,000 .. 50,000",68,0,70,0,0,0,0,1,20000,50000,35000.0,"26 Aug, 2015","Action, Casual, Indie",True,,0
760510,Cat Burglar: A Tail of Purrsuit,Gamers for Good,Gamers for Good,,349,30,0,"20,000 .. 50,000",148,0,97,0,0,0,0,1,20000,50000,35000.0,"5 Mar, 2019","Adventure, Casual, Indie",True,,1
703060,connect - Virtual Home (3D or VR),e.com,e.com,,36,39,0,"20,000 .. 50,000",187,0,187,0,0,0,0,0,20000,50000,35000.0,"25 Dec, 2018",Utilities,True,,0
1098840,ZACH-LIKE,Zachtronics,Zachtronics,,141,5,0,"20,000 .. 50,000",1572,0,1576,0,0,0,0,0,20000,50000,35000.0,"17 Jun, 2019",Indie,True,,0
434480,Mathoria: It All Adds Up,Senshi.Labs,Senshi.Labs,,57,39,0,"20,000 .. 50,000",57,0,57,0,0,0,0,0,20000,50000,35000.0,"30 Mar, 2016","Casual, Free To Play, Indie, RPG",True,,0
765650,TSUKUMOHIME,FUNYOURS,FUNYOURS,,96,38,0,"20,000 .. 50,000",30,0,30,0,0,0,0,0,20000,50000,35000.0,"24 Jan, 2018","Casual, Free To Play",False,,0
253770,Bus-Simulator 2012,TML-Studios,astragon Entertainment,,456,578,0,"20,000 .. 50,000",200,0,168,0,699,699,0,0,20000,50000,35000.0,"22 Nov, 2013",Simulation,False,,0
538950,Plenty: Skyhearth,Tiny Lions,Tiny Lions Inc.,,56,9,0,"20,000 .. 50,000",117,0,117,0,0,0,0,0,20000,50000,35000.0,"20 Oct, 2016","Action, Casual, Free To Play, Indie, RPG",True,,0
1047410,Steambirds Alliance Beta,Spry Fox LLC,Spry Fox LLC,,227,30,0,"20,000 .. 50,000",60,0,73,0,0,0,0,0,20000,50000,35000.0,"24 May, 2019","Action, Free To Play, Indie, Massively Multiplayer, RPG",False,,0
850230,Women's Soccer/Football Manager,Trophy Games ApS,Trophy Games ApS,,64,33,0,"20,000 .. 50,000",7133,0,10676,0,0,0,0,2,20000,50000,35000.0,"16 Jul, 2018","Free To Play, Sports, Strategy",False,,0
881490,Tower Keepers,Ninja Kiwi,Ninja Kiwi,,85,73,0,"20,000 .. 50,000",2636,0,2636,0,0,0,0,4,20000,50000,35000.0,"11 Nov, 2018",RPG,True,,0
981590,VZX Player,Vovoid Media Technologies AB,Vovoid Media Technologies AB,,258,30,0,"20,000 .. 50,000",750,0,90,0,0,0,0,16,20000,50000,35000.0,"13 Dec, 2019",Utilities,True,,5
523070,Black Forest,Lemuria,,,299,99,0,"20,000 .. 50,000",50,0,71,0,1499,1499,0,2,20000,50000,35000.0,"25 Sep, 2023","Casual, Indie, Strategy, Free To Play",False,,0
687980,Mothlight,Samu,Samu,,388,24,0,"20,000 .. 50,000",267,0,267,0,0,0,0,0,20000,50000,35000.0,"25 Aug, 2017","Free To Play, Indie, RPG",True,,0
223490,Blockscape,ioneo,ioneo,,417,479,0,"20,000 .. 50,000",851,0,1033,0,999,999,0,0,20000,50000,35000.0,"3 Jul, 2014","Casual, Indie, RPG, Simulation, Strategy, Early Access",False,,0
553590,Hot Squat,Bean Boy Games,Bean Boy Games,,141,14,0,"20,000 .. 50,000",74,0,74,0,0,0,0,0,20000,50000,35000.0,"22 Nov, 2016","Indie, Simulation, Sports",True,,0
612240,Tank games Zoo War: Battle Royale online,Extreme Developers,Extreme Developers,,33,29,0,"20,000 .. 50,000",81,0,81,0,0,0,0,0,20000,50000,35000.0,"1 Aug, 2020","Action, Free To Play, Massively Multiplayer, Simulation",False,,0
350220,Dead Sea,199CentsSTUDIO,199CentsSTUDIO,,63,246,0,"20,000 .. 50,000",17,0,17,0,0,0,0,0,20000,50000,35000.0,"25 Mar, 2015","Free To Play, RPG, Simulation, Early Access",False,,0
612610,Bombinator,Solid Patterns,Solid Patterns,,43,65,0,"20,000 .. 50,000",42,0,55,0,0,0,0,0,20000,50000,35000.0,"5 May, 2017","Action, Free To Play, Indie, Early Access",True,,0
553130,Into The Unknown,"FYRE Games, Conner Rush",FYRE Games,,70,31,0,"20,000 .. 50,000",100,0,100,0,0,0,0,0,20000,50000,35000.0,"9 Nov, 2016","Adventure, Casual, Indie, Free To Play",True,,0
786370,Alien Crusader,Zydrone,Zydrone,,61,38,0,"20,000 .. 50,000",86,0,94,0,0,0,0,0,20000,50000,35000.0,"9 Mar, 2018","Action, Free To Play, Indie",True,,0
665040,Visual Novel Engine,qberty,The Local Group,,83,35,0,"20,000 .. 50,000",53,0,53,0,0,0,0,0,20000,50000,35000.0,"7 Jul, 2017","Design & Illustration, Utilities, Web Publishing, Early Access",True,,1
733480,Flora,The Game Bakery,The Game Bakery,,151,54,0,"20,000 .. 50,000",95,0,106,0,0,0,0,0,20000,50000,35000.0,"27 Dec, 2017","Adventure, Free To Play, Indie, RPG, Strategy",True,,0
787980,4D Minesweeper,Julian Schlüntz,Julian Schlüntz,,533,36,0,"20,000 .. 50,000",410,5,132,5,0,0,0,5,20000,50000,35000.0,"14 Feb, 2018","Casual, Indie",True,,0
325180,AppGameKit Classic: Easy Game Development,TheGameCreators,TheGameCreators,,542,112,0,"20,000 .. 50,000",50,0,27,0,0,0,0,1,20000,50000,35000.0,"21 Nov, 2014","Animation & Modeling, Design & Illustration, Education, Software Training, Utilities, Web Publishing",False,,0
390540,High Fidelity,"High Fidelity, Inc","High Fidelity, Inc",,66,47,0,"20,000 .. 50,000",60,0,91,0,0,0,0,0,20000,50000,35000.0,"9 Nov, 2016","Free To Play, Massively Multiplayer, Early Access",False,,0
924810,Idle Kingdom Builder,NeoBird,upjers,,36,54,0,"20,000 .. 50,000",1109,0,1825,0,0,0,0,0,20000,50000,35000.0,"5 Nov, 2018","Casual, Free To Play, Simulation",False,,0
685200,Seconds to Square,Fast Fall Studios,Fast Fall Studios,,50,15,0,"20,000 .. 50,000",161,0,161,0,0,0,0,0,20000,50000,35000.0,"23 Aug, 2017","Action, Free To Play, Indie, Early Access",True,,0
921940,Icarus Online,"WemadeIO, Valofe",101XP,,130,88,0,"20,000 .. 50,000",244,0,359,0,0,0,0,0,20000,50000,35000.0,"11 Mar, 2020","Action, Adventure, Free To Play, Massively Multiplayer, RPG",False,,0
509190,Rollout,Ryan up in here,Ryan up in here,,53,35,0,"20,000 .. 50,000",226,0,226,0,0,0,0,0,20000,50000,35000.0,"14 Sep, 2016","Action, Casual, Free To Play, Indie, Early Access",True,,1
372190,Astro Lords: Oort Cloud,Aratog LLC,BISBOG SA,,34,30,0,"20,000 .. 50,000",66,0,105,0,0,0,0,0,20000,50000,35000.0,"15 Jan, 2016",Free To Play,True,,0
661950,FlyingRock: Arena,Edo Create,Edo Create,,34,22,0,"20,000 .. 50,000",111,0,111,0,0,0,0,6,20000,50000,35000.0,"22 Jun, 2017","Free To Play, Indie",True,,0
2183390,Onmyoji：the card game,NetEase Games,NetEase Games,,42,42,0,"20,000 .. 50,000",20,0,20,0,0,0,0,4,20000,50000,35000.0,"4 Jan, 2023","Free To Play, Strategy",True,,0
978190,Steel Sword Story S,8bits fanatics,PLAYISM,,58,26,0,"20,000 .. 50,000",28,0,28,0,499,999,50,0,20000,50000,35000.0,"20 Jun, 2019","Action, Indie",False,,0
503160,Angels & Demigods - SciFi VR Visual Novel,7 Keys Studios,7 Keys Studios,,66,42,0,"20,000 .. 50,000",80,0,80,0,0,0,0,0,20000,50000,35000.0,"28 Sep, 2016","Adventure, Free To Play, Indie, RPG",True,,0
690200,Capsular,Gunschlinger,Gunschlinger,,70,14,0,"20,000 .. 50,000",226,0,226,0,0,0,0,0,20000,50000,35000.0,"25 Jul, 2019","Action, Indie",True,,2
1275380,Notruf 112 - Die Feuerwehr Simulation 2: Showroom,Crenetic GmbH Studios,Aerosoft GmbH,,76,19,0,"20,000 .. 50,000",51,0,51,0,0,0,0,0,20000,50000,35000.0,"6 Apr, 2020","Casual, Simulation, Free To Play",False,,0
786680,Dungeons Forever,Timedrop Studios,Timedrop Studios,,102,22,0,"20,000 .. 50,000",117,0,130,0,0,0,0,0,20000,50000,35000.0,"5 Feb, 2018","Action, Free To Play, Indie",True,,0
865880,天岚行 - Through the Mist and Sky,FHNBHJ,FHNBHJ,,179,10,0,"20,000 .. 50,000",180,0,260,0,0,0,0,0,20000,50000,35000.0,"6 Jun, 2018","Adventure, Indie, RPG, Free To Play",True,,1
377430,Who Is Mike - A Visual Novel,Fervent,Afterthought Studios,,419,42,0,"20,000 .. 50,000",159,0,236,0,0,0,0,3,20000,50000,35000.0,"29 Sep, 2015","Casual, Indie, RPG, Simulation",True,,0
690930,Evening Surprise,"Aleksandr Soldatov, Leonid Kozhushko",Aleksandr Soldatov,,646,76,0,"20,000 .. 50,000",88,0,119,0,0,0,0,1,20000,50000,35000.0,"15 Sep, 2017","Free To Play, Indie",True,,1
628190,決戰亞爾薩/Heroes of Arzar,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",,41,35,0,"20,000 .. 50,000",38,0,38,0,0,0,0,0,20000,50000,35000.0,,,,,
837310,Telophase,"Telophase Studios, LLC","Telophase Studios, LLC",,50,11,0,"20,000 .. 50,000",18,0,18,0,0,0,0,0,20000,50000,35000.0,"23 Apr, 2018","Action, Casual, Free To Play, Indie",True,,0
686870,Lost Items,ZoR Dev,ZoR Dev,,30,8,0,"20,000 .. 50,000",470,0,701,0,0,0,0,13,20000,50000,35000.0,"3 Aug, 2017","Free To Play, Indie, Early Access",True,,0
299910,Forgotten Myths CCG,"Anchora Games, Dream Harvesters",Anchora Games,,45,39,0,"20,000 .. 50,000",105,0,167,0,0,0,0,2,20000,50000,35000.0,"21 Mar, 2016","Free To Play, Indie, Strategy",True,,0
527240,Geology Business,Svantech Studios,Svantech Studios,,50,36,0,"20,000 .. 50,000",7,0,7,0,0,0,0,0,20000,50000,35000.0,"24 Feb, 2017","Casual, Indie",True,,0
524030,Machine Learning: Episode I,Volens Nolens Games,Volens Nolens Games,,75,27,0,"20,000 .. 50,000",286,0,310,0,499,499,0,1,20000,50000,35000.0,"10 Sep, 2016","Action, Adventure, Indie",False,,0
1301850,Meditation VR,Better Than Life,Better Than Life,,75,21,0,"20,000 .. 50,000",16,0,17,0,0,0,0,0,20000,50000,35000.0,"31 Jul, 2020","Casual, Free To Play, Indie, Early Access",True,,0
490250,Locomancer,Eric Lipschutz,Eric Lipschutz,,87,16,0,"20,000 .. 50,000",91,0,91,0,0,0,0,0,20000,50000,35000.0,"28 Feb, 2017","Casual, Indie, Simulation, Free To Play",True,,1
754620,High School Simulator,KUMA GAMES,KUMA GAMES,,232,67,0,"20,000 .. 50,000",234,0,234,0,0,0,0,2,20000,50000,35000.0,"3 Jan, 2018","Sexual Content, Violent, Gore, Simulation",True,,0
910320,Three Kingdoms 2019 阿达三国志2019 横版,阿达游戏,阿达游戏,,254,83,0,"20,000 .. 50,000",180,0,244,0,0,0,0,4,20000,50000,35000.0,"18 Sep, 2018","Casual, Free To Play, RPG, Simulation, Strategy",True,,0
603140,Connected Hearts - Visual novel,Eternal Night Studios,"Stw Projects, Ziel Graywords",,290,34,0,"20,000 .. 50,000",303,0,515,0,0,0,0,0,20000,50000,35000.0,"12 Aug, 2017","Casual, Free To Play, Indie, Simulation",True,,0
408030,UniBall,StormBrewers,StormBrewers,,162,15,0,"20,000 .. 50,000",46,0,46,0,0,0,0,0,20000,50000,35000.0,"24 Feb, 2017","Action, Indie, Sports",True,,0
378110,Hack RUN,i273 LLC,i273 LLC,,178,34,0,"20,000 .. 50,000",29,0,29,0,0,0,0,2,20000,50000,35000.0,"17 Jun, 2015","Adventure, Simulation, Strategy, Free To Play",True,,0
451230,Wartune,7 Road,Proficient City,,48,49,0,"20,000 .. 50,000",355,0,621,0,0,0,0,0,20000,50000,35000.0,"15 Aug, 2016","Free To Play, RPG, Strategy",False,,0
371450,Awe,Badland Development Studio,BadLand Publishing,,185,73,0,"20,000 .. 50,000",534,0,576,0,99,99,0,0,20000,50000,35000.0,"9 Oct, 2015","Casual, Indie",False,,0
358390,Stargunner,3D Realms,3D Realms,,110,25,0,"20,000 .. 50,000",68,0,70,0,0,0,0,2,20000,50000,35000.0,"5 May, 2014","Action, Free To Play",True,,0
522660,Snooker-online multiplayer snooker game!,TTCX Inc.,TTCX Inc.,,61,86,0,"20,000 .. 50,000",31,0,39,0,0,0,0,5,20000,50000,35000.0,"15 Sep, 2016","Casual, Free To Play, Indie, Simulation, Sports",True,,0
751590,Dinosaurs A Prehistoric Adventure,Arcupion Art,Arcupion Art,,94,118,0,"20,000 .. 50,000",28,0,28,0,0,0,0,1,20000,50000,35000.0,"17 Dec, 2017","Action, Adventure, Indie, RPG, Free To Play",True,,0
661960,Dragon Lords: 3D Strategy,FX Games,FX Games,,98,36,0,"20,000 .. 50,000",44,0,51,0,0,0,0,7,20000,50000,35000.0,"11 Sep, 2017","Free To Play, Massively Multiplayer, Strategy",True,,0
705370,The Cursed Tower,Mohsin Rizvi,Mohsin Rizvi,,61,34,0,"20,000 .. 50,000",16,0,16,0,0,0,0,0,20000,50000,35000.0,"5 Feb, 2018","Action, Adventure, Casual, Free To Play, Indie",True,,0
585880,Once on a windswept night,ebi-hime,ebi-hime,,156,22,0,"20,000 .. 50,000",93,0,93,0,0,0,0,1,20000,50000,35000.0,"6 Feb, 2017","Casual, Indie, Free To Play",True,,1
500360,VRMultigames,Mad Triangles,Mad Triangles,,67,19,0,"20,000 .. 50,000",62,0,62,0,0,0,0,0,20000,50000,35000.0,"25 Jul, 2016","Action, Casual, Free To Play, Indie, Sports",True,,0
712770,Just A Dream,The Hyper Carries!,The Hyper Carries!,,63,14,0,"20,000 .. 50,000",100,0,100,0,0,0,0,0,20000,50000,35000.0,"31 Oct, 2017","Action, Free To Play, Indie",True,,0
547260,Mausoleum of the Medusa,New Hell Studios,New Hell Studios,,66,22,0,"20,000 .. 50,000",541,0,541,0,0,0,0,0,20000,50000,35000.0,"27 Oct, 2016","Action, Adventure, Free To Play, Indie",True,,0
4900,Zen of Sudoku,Unknown Worlds Entertainment,Unknown Worlds Entertainment,,303,35,0,"20,000 .. 50,000",312,0,454,0,0,0,0,6,20000,50000,35000.0,"14 Dec, 2006","Casual, Indie",True,,0
701100,Amoreon NightClub,Citor3,Citor3,,59,20,0,"20,000 .. 50,000",116,0,116,0,0,0,0,1,20000,50000,35000.0,"6 Sep, 2017","Free To Play, Simulation",True,,0
615020,King of the World,Contec Games,Contec Games,,109,23,0,"20,000 .. 50,000",39,0,39,0,0,0,0,0,20000,50000,35000.0,"22 Oct, 2018","Free To Play, Indie, Strategy",True,,2
557880,Say Goodbye,morojenoe's empire,morojenoe's empire,,118,102,0,"20,000 .. 50,000",99,0,169,0,0,0,0,0,20000,50000,35000.0,"3 Jan, 2017","Violent, Adventure, Casual, Free To Play, Indie",True,,1
437720,Blossoms Bloom Brightest,Reine Works,Reine Works,,136,57,0,"20,000 .. 50,000",147,0,213,0,0,0,0,1,20000,50000,35000.0,"28 Apr, 2017","Adventure, Casual, Indie",True,,4
656140,PLANETS OF WAR,Indiecode Games,Indiecode Games,,154,113,0,"20,000 .. 50,000",90,0,90,0,0,0,0,1,20000,50000,35000.0,"30 Jun, 2017","Action, Adventure, Indie, Free To Play",True,,0
771310,Welcome to Light Fields,Google,Google,,266,14,0,"20,000 .. 50,000",11,0,12,0,0,0,0,0,20000,50000,35000.0,"14 Mar, 2018","Casual, Free To Play",True,,0
746920,Rapid Tap,Wolfborg Games,Wolfborg Games,,356,30,0,"20,000 .. 50,000",54,0,54,0,0,0,0,1,20000,50000,35000.0,"22 Jan, 2018","Casual, Free To Play, Indie",True,,0
1483370,The Use of Life,だらねこげーむず/Daraneko Games,PLAYISM,,393,40,0,"20,000 .. 50,000",170,0,170,0,1799,1799,0,1,20000,50000,35000.0,"21 May, 2022","Adventure, Indie, RPG, Early Access",False,,0
